,wheatfield,ranch,forest,mine,appleorchard,bakery,conveniencestore,cheesefactory,furniturefactory,fruitandveggiemarket,cafe,familyrestaurant,stadium,tvstation,businesscenter,trainstation,shoppingmall,amusementpark,radiotower,gold
8406,2,3,3,3,1,1,1,4,3,0,0,0,1,1,1,1,1,1,1,12
8407,2,2,1,2,3,3,0,2,0,2,1,2,1,1,1,1,1,1,1,10
8408,4,2,1,3,1,2,3,3,0,0,0,1,1,1,1,1,1,1,1,58
8409,5,2,2,2,2,3,0,1,0,0,0,2,1,1,1,1,1,1,1,9
8410,2,2,1,2,3,2,0,2,1,1,1,1,1,1,1,1,1,1,1,24
8411,2,0,2,0,3,3,2,0,1,1,2,1,0,0,0,1,1,1,1,16
8412,4,1,1,3,1,1,3,0,2,1,1,4,1,1,1,1,1,1,1,47
8413,2,0,1,1,2,2,3,0,2,0,3,4,1,1,1,1,1,1,1,13
8414,3,0,4,2,2,2,4,1,1,0,1,0,1,1,1,1,1,1,1,2
8415,2,3,3,2,1,2,3,3,1,0,0,0,1,1,1,1,1,1,1,6
8416,4,1,0,2,1,2,0,2,1,1,1,2,1,1,1,1,1,1,1,5
8417,4,1,1,3,1,3,0,2,1,1,1,0,1,1,1,1,1,1,1,10
8418,2,2,0,2,1,1,2,2,0,3,3,2,1,1,0,1,1,1,1,44
8419,2,2,0,4,2,3,2,1,1,4,0,0,1,1,1,1,1,1,1,51
8420,2,1,2,1,4,1,2,1,1,1,3,1,0,0,0,1,1,1,1,14
8421,2,3,1,1,2,3,4,2,0,0,3,0,1,1,0,1,1,1,1,63
8422,3,2,2,1,1,1,1,2,0,2,3,2,1,1,1,1,1,1,1,4
8423,3,0,1,3,3,2,2,1,1,2,2,0,1,1,1,1,1,1,1,24
8424,3,2,0,3,1,5,3,2,1,0,0,0,1,1,1,1,1,1,1,27
8425,4,0,2,1,1,2,2,0,2,1,2,2,1,1,0,1,1,1,1,14
8426,3,0,2,5,1,4,2,1,5,0,0,0,1,1,1,1,1,1,1,8
8427,2,2,0,4,2,3,3,1,1,0,3,0,1,1,1,1,1,1,1,53
8428,3,2,1,1,2,1,1,2,1,0,1,2,1,1,1,1,1,1,1,9
8429,2,1,2,4,2,2,2,1,3,0,1,0,1,1,1,1,1,1,1,4
8430,3,2,1,2,0,3,1,0,2,1,2,3,1,1,0,1,1,1,1,5
8431,1,2,1,2,2,1,2,2,1,1,3,2,1,1,1,1,1,1,1,2
8432,1,2,1,2,2,2,3,1,2,3,0,0,1,1,1,1,1,1,1,2
8433,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,3
8434,4,0,3,1,4,2,1,2,1,1,0,0,1,1,1,1,1,1,1,39
8435,1,3,2,2,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,34
8436,3,2,1,3,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,39
8437,2,1,2,1,1,3,2,2,1,1,2,2,1,1,1,1,1,1,1,19
8438,4,1,1,1,4,2,1,1,0,2,2,2,1,1,1,1,1,1,1,8
8439,2,1,2,2,3,3,3,0,1,1,2,1,0,0,1,1,1,1,1,37
8440,3,2,0,2,0,1,1,2,3,1,1,3,1,0,0,1,1,1,1,10
8441,4,1,1,3,2,1,3,2,1,1,1,0,0,1,1,1,1,1,1,8
8442,2,1,1,1,2,4,1,1,1,0,1,4,1,1,1,1,1,1,1,2
8443,4,0,1,1,1,3,0,2,2,0,3,3,1,1,0,1,1,1,1,10
8444,3,1,1,5,2,2,1,1,2,0,0,0,0,1,1,1,1,1,1,41
8445,3,2,0,1,2,3,1,2,0,1,3,2,1,1,0,1,1,1,1,2
8446,1,3,0,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,3
8447,2,0,3,0,0,4,2,1,1,1,4,1,1,0,1,1,1,1,1,37
8448,3,3,0,1,3,3,0,2,0,4,0,0,1,1,1,1,1,1,1,6
8449,2,2,0,3,2,4,2,1,1,1,1,0,1,1,1,1,1,1,1,5
8450,1,2,2,1,0,4,2,0,1,3,3,0,1,1,0,1,1,1,1,5
8451,3,1,1,1,3,2,0,0,1,1,3,1,1,0,0,1,1,1,1,7
8452,2,2,2,2,1,3,1,2,0,0,2,3,0,1,1,1,1,1,1,5
8453,1,0,2,2,2,2,3,2,1,2,1,2,1,0,0,1,1,1,1,25
8454,4,2,1,2,1,2,1,0,2,2,2,3,1,0,0,1,1,1,1,21
8455,1,3,1,3,3,3,0,3,2,1,0,1,1,1,1,1,1,1,1,52
8456,3,3,1,3,1,1,1,2,1,1,2,0,1,1,1,1,1,1,1,23
8457,2,2,2,2,3,2,0,2,2,2,1,1,1,1,1,1,1,1,1,11
8458,2,1,3,2,1,4,3,1,1,0,0,3,1,1,0,1,1,1,1,31
8459,2,1,2,1,2,2,1,0,1,1,2,4,1,1,1,1,1,1,1,5
8460,2,0,2,1,0,2,4,1,3,0,0,2,1,1,1,1,1,1,1,3
8461,2,2,1,2,1,2,2,3,2,1,3,1,1,1,1,1,1,1,1,5
8462,2,2,0,0,6,2,2,2,0,5,0,0,1,1,1,1,1,1,1,7
8463,5,1,1,2,3,3,1,1,1,0,0,1,1,0,1,1,1,1,1,22
8464,1,3,1,2,2,2,0,2,0,3,3,2,1,1,1,1,1,1,1,0
8465,2,1,1,2,1,2,2,2,2,0,2,2,1,1,1,1,1,1,1,9
8466,4,2,1,1,1,3,2,2,0,2,1,2,1,1,1,1,1,1,1,8
8467,3,2,2,1,1,3,1,1,2,0,2,3,1,1,0,1,1,1,1,7
8468,3,1,1,2,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,7
8469,1,0,3,0,1,3,2,0,0,4,2,1,1,1,0,1,1,1,1,7
8470,4,3,3,1,2,1,2,2,1,1,1,0,1,1,0,1,1,1,1,28
8471,2,2,0,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,9
8472,2,5,2,3,1,1,1,3,0,1,1,0,1,1,1,1,1,1,1,22
8473,2,1,1,4,1,2,2,2,3,2,0,0,1,1,1,1,1,1,1,46
8474,3,3,3,1,1,2,2,1,2,1,1,1,1,0,1,1,1,1,1,7
8475,3,1,2,3,3,3,1,1,3,1,0,1,1,1,1,1,1,1,1,67
8476,4,0,2,2,0,3,1,1,1,1,1,2,1,1,1,1,1,1,1,8
8477,3,1,1,4,2,2,3,2,2,0,0,0,1,1,1,1,1,1,1,4
8478,1,2,0,1,1,2,1,2,2,0,3,3,1,1,1,1,1,1,1,0
8479,1,3,1,3,3,2,3,0,2,0,0,1,1,1,1,1,1,1,1,23
8480,2,1,1,2,2,4,2,1,2,0,1,0,1,1,1,1,1,1,1,1
8481,1,3,0,2,1,3,1,0,1,2,1,0,1,1,1,1,1,1,1,3
8482,1,3,2,3,0,4,2,1,1,1,0,0,1,1,1,1,1,1,1,8
8483,3,4,2,3,1,2,1,3,1,0,0,0,1,1,1,1,1,1,1,56
8484,2,0,1,0,1,3,0,1,1,2,4,2,1,1,1,1,1,1,1,2
8485,3,1,3,1,4,3,0,0,2,1,1,1,0,1,0,1,1,1,1,5
8486,2,1,3,3,3,2,1,2,0,1,1,1,1,1,1,1,1,1,1,55
8487,2,2,1,0,1,4,1,1,1,1,0,2,1,1,1,1,1,1,1,11
8488,2,1,4,1,0,3,1,1,1,2,0,3,1,0,0,1,1,1,1,4
8489,4,0,2,5,0,4,2,1,2,0,0,1,0,1,1,1,1,1,1,23
8490,3,1,2,1,1,1,1,2,0,1,4,2,1,1,0,1,1,1,1,6
8491,2,0,2,3,1,2,3,1,2,1,1,3,1,1,1,1,1,1,1,8
8492,1,1,2,3,0,2,2,1,2,3,3,1,1,0,1,1,1,1,1,65
8493,4,1,1,4,2,2,1,1,2,1,1,0,1,1,1,1,1,1,1,4
8494,2,1,1,3,0,3,2,1,1,1,2,2,1,1,1,1,1,1,1,12
8495,2,2,2,1,2,2,2,1,0,3,1,2,0,1,1,1,1,1,1,26
8496,3,1,3,2,2,3,1,0,3,1,0,0,1,1,1,1,1,1,1,6
8497,2,2,0,0,1,2,4,2,0,1,2,4,1,1,0,1,1,1,1,5
8498,2,1,2,0,0,2,3,1,0,1,3,1,1,1,0,1,1,1,1,4
8499,2,0,3,3,2,3,3,0,2,1,1,0,1,1,1,1,1,1,1,62
8500,3,2,3,1,1,1,0,2,2,1,2,2,1,1,1,1,1,1,1,22
8501,2,1,2,0,1,3,1,0,0,2,2,2,0,0,1,1,1,1,1,0
8502,3,2,2,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,18
8503,3,1,2,2,1,2,2,0,2,1,2,1,1,1,1,1,1,1,1,31
8504,3,2,2,0,1,2,1,2,0,1,2,4,1,1,1,1,1,1,1,6
8505,2,1,4,1,2,3,0,2,1,1,3,0,1,1,1,1,1,1,1,16
8506,2,1,1,2,2,4,1,2,2,0,3,0,1,1,1,1,1,1,1,14
8507,2,3,1,0,1,3,1,1,0,2,3,2,1,1,0,1,1,1,1,2
8508,4,1,1,0,1,3,0,0,2,1,2,4,1,1,0,1,1,1,1,5
8509,3,3,2,4,0,2,2,1,1,1,0,0,0,1,1,1,1,1,1,86
8510,2,1,1,6,0,4,1,1,2,1,0,0,1,1,1,1,1,1,1,26
8511,2,2,1,2,2,1,2,1,0,0,2,3,1,1,1,1,1,1,1,14
8512,2,2,2,2,2,1,1,0,1,1,1,2,1,1,0,1,1,1,1,20
8513,4,1,3,2,3,1,0,2,2,1,1,1,1,1,1,1,1,1,1,18
8514,3,4,1,3,1,1,0,2,2,0,3,0,1,1,1,1,1,1,1,7
8515,1,1,3,1,1,5,2,1,2,0,3,1,1,1,1,1,1,1,1,29
8516,5,2,1,0,1,1,1,0,2,1,1,1,1,1,0,1,1,1,1,16
8517,3,1,3,2,3,2,0,1,2,0,2,0,1,1,1,1,1,1,1,41
8518,3,3,2,3,1,2,1,2,3,1,0,0,1,1,1,1,1,1,1,43
8519,3,0,2,4,4,4,2,1,2,0,0,0,1,1,1,1,1,1,1,2
8520,2,1,1,2,0,3,2,2,1,3,3,2,1,1,1,1,1,1,1,35
8521,3,1,1,1,3,3,1,2,2,1,2,0,1,1,0,1,1,1,1,6
8522,4,0,4,1,0,2,2,0,2,2,1,1,1,1,1,1,1,1,1,23
8523,2,2,1,1,0,2,1,1,3,2,0,4,1,1,1,1,1,1,1,1
8524,2,3,1,2,0,2,2,4,0,2,0,1,1,1,1,1,1,1,1,5
8525,1,2,2,1,2,3,2,1,2,1,1,2,1,1,1,1,1,1,1,10
8526,2,1,4,2,0,3,0,0,3,1,1,2,1,1,0,1,1,1,1,22
8527,4,1,1,0,2,2,1,0,0,2,2,1,1,1,1,1,1,1,1,7
8528,4,2,1,2,0,3,2,1,2,2,1,1,0,1,1,1,1,1,1,12
8529,4,1,2,2,1,4,0,1,1,2,1,2,1,0,0,1,1,1,1,0
8530,1,1,1,0,3,2,3,1,1,1,2,2,1,1,1,1,1,1,1,29
8531,4,2,1,4,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,33
8532,4,1,1,2,1,2,3,2,0,1,1,1,1,1,1,1,1,1,1,7
8533,3,2,1,4,1,4,1,1,3,0,1,0,1,1,1,1,1,1,1,80
8534,2,2,2,0,0,2,0,2,2,2,2,3,1,1,1,1,1,1,1,12
8535,4,2,1,2,2,2,1,2,2,1,1,2,1,1,0,1,1,1,1,5
8536,3,1,2,0,0,2,3,2,0,2,1,3,1,0,0,1,1,1,1,11
8537,4,1,0,4,3,2,1,0,0,2,1,1,0,1,1,1,1,1,1,48
8538,2,2,0,4,2,2,1,0,1,1,2,2,1,1,1,1,1,1,1,64
8539,1,4,0,1,2,5,1,2,2,0,2,0,1,1,1,1,1,1,1,88
8540,2,2,2,2,1,3,1,1,4,1,0,0,1,1,1,1,1,1,1,27
8541,4,2,0,2,1,2,3,2,2,2,0,1,1,1,1,1,1,1,1,7
8542,2,2,3,1,2,2,0,1,3,1,1,2,1,1,0,1,1,1,1,15
8543,2,2,3,0,0,3,1,2,2,1,1,2,1,1,1,1,1,1,1,18
8544,2,2,4,1,3,2,1,1,2,1,1,0,1,1,0,1,1,1,1,35
8545,2,5,3,0,2,2,1,4,1,0,0,0,1,1,1,1,1,1,1,66
8546,3,2,0,2,1,1,2,1,3,1,3,1,0,1,1,1,1,1,1,16
8547,3,0,2,3,0,2,1,2,3,0,2,1,1,1,1,1,1,1,1,25
8548,1,1,2,1,3,2,2,3,2,0,2,1,1,1,1,1,1,1,1,11
8549,3,1,3,2,1,1,1,0,3,3,1,0,1,1,1,1,1,1,1,7
8550,3,1,3,1,0,2,1,1,1,2,3,2,1,1,0,1,1,1,1,9
8551,2,3,1,3,1,2,0,1,1,2,0,0,1,1,1,1,1,1,1,14
8552,4,2,1,2,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,16
8553,1,3,2,2,1,3,1,1,2,1,1,1,1,0,1,1,1,1,1,13
8554,1,1,3,1,2,4,2,1,1,1,3,1,1,1,1,1,1,1,1,17
8555,3,2,2,2,0,3,2,2,2,2,0,1,1,1,1,1,1,1,1,21
8556,5,0,1,3,0,1,3,3,2,0,1,1,1,1,1,1,1,1,1,11
8557,2,2,1,3,1,3,0,0,2,2,1,2,1,1,1,1,1,1,1,3
8558,2,1,4,4,3,2,1,0,1,0,0,0,1,1,1,1,1,1,1,22
8559,3,3,1,0,3,1,2,1,1,2,0,3,1,1,1,1,1,1,1,5
8560,4,1,1,4,0,3,1,0,2,2,2,0,1,1,1,1,1,1,1,14
8561,4,0,0,3,3,2,0,2,3,1,1,0,1,1,1,1,1,1,1,4
8562,1,3,2,1,1,2,1,5,2,1,1,0,1,1,1,1,1,1,1,4
8563,3,2,1,2,1,1,1,1,3,0,3,2,1,1,1,1,1,1,1,0
8564,2,2,0,0,2,3,3,1,1,0,2,3,1,1,0,1,1,1,1,4
8565,3,0,1,2,2,2,1,1,1,1,4,0,1,1,1,1,1,1,1,25
8566,2,3,0,3,2,2,2,1,1,0,3,4,1,0,1,1,1,1,1,18
8567,2,4,1,2,1,2,1,1,1,2,1,2,0,1,1,1,1,1,1,44
8568,4,2,0,1,1,1,2,0,1,0,1,1,1,1,0,1,1,1,1,13
8569,2,1,1,1,3,1,3,1,0,2,5,1,1,1,1,1,1,1,1,11
8570,3,2,1,0,1,3,1,1,1,0,1,3,1,1,0,1,1,1,1,4
8571,1,2,1,3,1,1,3,2,2,0,0,0,1,1,1,1,1,1,1,12
8572,4,1,2,1,2,3,0,2,1,0,3,2,1,1,0,1,1,1,1,30
8573,4,2,1,4,2,2,1,0,0,3,1,1,1,1,1,1,1,1,1,9
8574,3,3,1,1,2,2,3,3,1,0,1,0,1,1,1,1,1,1,1,2
8575,4,1,0,2,2,1,2,0,1,2,2,1,1,1,1,1,1,1,1,5
8576,2,2,2,2,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,9
8577,3,3,2,3,1,2,1,3,3,0,0,0,1,1,1,1,1,1,1,4
8578,2,2,2,1,0,3,2,1,1,1,1,2,1,1,0,1,1,1,1,5
8579,2,3,2,1,0,1,2,2,1,3,0,1,0,1,1,1,1,1,1,12
8580,2,2,4,2,0,3,1,2,4,1,0,0,1,1,1,1,1,1,1,12
8581,3,3,1,2,3,1,3,1,1,1,0,1,1,0,0,1,1,1,1,30
8582,3,1,1,2,3,2,1,1,1,3,2,0,0,0,1,1,1,1,1,0
8583,2,3,2,0,1,2,1,2,1,1,2,3,1,0,0,1,1,1,1,0
8584,2,0,2,1,2,2,1,0,1,3,2,2,1,1,1,1,1,1,1,14
8585,1,1,0,0,2,4,4,0,1,0,1,4,1,1,1,1,1,1,1,29
8586,4,2,2,1,4,1,1,1,1,0,2,0,1,1,1,1,1,1,1,6
8587,3,1,2,1,0,1,2,2,2,2,2,1,1,1,1,1,1,1,1,13
8588,3,1,1,1,2,3,3,0,2,1,0,2,1,1,1,1,1,1,1,15
8589,3,2,1,2,2,2,2,0,1,1,0,1,1,0,1,1,1,1,1,34
8590,5,1,1,2,3,2,2,1,0,0,0,2,1,0,1,1,1,1,1,5
8591,4,1,0,2,2,3,1,2,0,2,1,2,1,1,1,1,1,1,1,17
8592,3,1,2,3,2,2,1,2,0,2,2,2,1,1,0,1,1,1,1,26
8593,2,2,1,4,2,2,2,1,0,2,0,2,1,1,1,1,1,1,1,33
8594,3,3,1,3,2,1,2,0,2,0,1,2,1,0,1,1,1,1,1,1
8595,2,2,1,2,2,3,0,0,2,2,2,1,0,0,1,1,1,1,1,16
8596,3,1,2,2,2,3,2,1,2,1,1,1,1,1,0,1,1,1,1,63
8597,4,1,2,1,2,1,0,2,1,3,2,1,1,1,1,1,1,1,1,19
8598,2,3,2,3,0,1,1,3,1,2,2,1,0,0,1,1,1,1,1,7
8599,2,1,2,1,1,1,3,2,0,2,4,1,1,0,0,1,1,1,1,61
8600,4,2,2,2,1,3,1,1,3,0,1,0,1,1,1,1,1,1,1,51
8601,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,7
8602,2,2,0,2,3,3,2,1,2,1,2,0,1,1,1,1,1,1,1,24
8603,4,2,3,1,1,1,0,2,0,1,2,1,0,1,1,1,1,1,1,8
8604,3,1,0,1,4,2,2,0,0,4,0,1,1,0,1,1,1,1,1,2
8605,3,1,1,0,2,2,4,0,0,1,1,1,0,0,0,1,1,1,1,0
8606,2,2,0,4,2,3,2,3,2,0,1,1,0,1,1,1,1,1,1,12
8607,3,1,2,3,0,3,3,2,2,1,2,0,1,1,1,1,1,1,1,85
8608,3,1,3,3,0,3,0,3,1,2,0,1,1,1,1,1,1,1,1,7
8609,2,4,0,4,2,3,1,3,0,0,0,1,1,1,1,1,1,1,1,6
8610,2,1,2,4,0,2,1,1,3,3,1,0,1,1,1,1,1,1,1,48
8611,3,1,1,4,4,2,0,0,1,1,1,0,1,1,1,1,1,1,1,14
8612,1,3,1,1,1,2,1,0,1,1,3,2,1,0,0,1,1,1,1,2
8613,3,1,2,3,0,3,3,1,1,1,0,3,0,1,0,1,1,1,1,1
8614,1,2,1,4,2,4,2,2,3,0,0,0,1,1,1,1,1,1,1,14
8615,3,1,2,1,2,2,1,0,2,2,1,0,1,1,1,1,1,1,1,9
8616,1,0,3,1,2,3,4,0,2,1,0,2,1,1,1,1,1,1,1,22
8617,1,2,2,2,1,1,2,2,3,0,2,0,1,0,1,1,1,1,1,15
8618,2,0,2,1,0,4,2,1,1,1,3,1,1,1,1,1,1,1,1,3
8619,1,2,2,0,1,4,2,1,1,0,2,2,1,1,1,1,1,1,1,7
8620,1,1,3,1,1,2,0,1,2,1,3,1,1,1,1,1,1,1,1,3
8621,2,0,1,5,3,2,1,1,3,1,1,0,1,0,1,1,1,1,1,44
8622,2,2,0,5,0,5,0,0,3,0,3,0,1,1,1,1,1,1,1,96
8623,3,1,3,2,0,4,0,1,1,0,2,1,1,1,0,1,1,1,1,26
8624,4,1,2,0,3,3,1,0,3,0,1,1,1,1,1,1,1,1,1,6
8625,5,2,1,2,0,1,0,1,2,3,0,1,1,1,1,1,1,1,1,18
8626,2,2,1,0,1,3,3,2,0,0,1,3,1,1,1,1,1,1,1,2
8627,2,3,1,1,2,3,1,3,0,2,1,0,1,1,1,1,1,1,1,39
8628,3,2,3,2,2,3,0,1,3,1,0,0,1,1,1,1,1,1,1,22
8629,4,2,2,3,2,1,3,1,1,0,1,1,1,1,1,1,1,1,1,63
8630,4,1,0,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,17
8631,2,2,4,3,1,3,2,3,0,1,0,1,1,1,0,1,1,1,1,17
8632,3,1,2,3,1,2,2,2,2,1,1,0,0,1,1,1,1,1,1,1
8633,1,2,3,4,1,2,1,1,1,1,3,0,1,1,1,1,1,1,1,31
8634,2,0,1,4,2,3,1,0,3,2,2,3,0,1,1,1,1,1,1,107
8635,3,0,2,2,4,2,1,0,2,1,2,0,1,1,1,1,1,1,1,19
8636,4,2,2,2,2,3,0,3,2,0,1,0,1,1,1,1,1,1,1,10
8637,2,1,2,0,1,2,2,1,0,1,3,3,1,0,1,1,1,1,1,43
8638,2,3,1,0,2,2,2,0,1,4,1,3,1,1,1,1,1,1,1,6
8639,4,2,1,1,2,2,2,1,1,1,0,3,1,0,1,1,1,1,1,49
8640,2,3,1,1,1,3,2,3,0,1,0,2,1,1,1,1,1,1,1,2
8641,3,0,2,2,2,3,2,2,1,2,1,0,1,1,1,1,1,1,1,7
8642,4,2,2,1,1,4,0,0,3,0,1,0,1,1,1,1,1,1,1,19
8643,1,2,2,0,1,1,3,1,2,2,1,3,1,1,0,1,1,1,1,21
8644,2,4,0,1,1,3,1,2,2,0,2,1,1,1,1,1,1,1,1,26
8645,3,0,2,3,2,1,3,1,1,0,1,3,1,1,1,1,1,1,1,0
8646,2,0,3,2,3,1,1,0,3,2,2,1,1,1,1,1,1,1,1,21
8647,3,1,2,4,0,2,2,1,2,1,2,0,1,1,1,1,1,1,1,46
8648,3,2,1,2,0,2,0,0,1,1,2,2,1,1,1,1,1,1,1,0
8649,3,3,1,1,1,2,3,1,0,0,1,2,1,1,1,1,1,1,1,12
8650,3,4,0,4,1,3,2,3,0,0,0,0,1,1,1,1,1,1,1,21
8651,2,2,3,2,1,3,1,1,4,1,0,1,1,1,1,1,1,1,1,17
8652,5,0,1,3,2,1,4,2,3,0,0,0,1,1,1,1,1,1,1,26
8653,4,3,1,2,2,1,1,2,3,0,2,0,0,1,1,1,1,1,1,26
8654,1,3,1,3,3,4,1,1,1,2,0,0,1,1,1,1,1,1,1,55
8655,2,1,1,3,1,1,3,0,1,2,2,2,1,1,1,1,1,1,1,3
8656,4,1,2,3,1,4,2,1,1,1,0,0,1,0,1,1,1,1,1,15
8657,3,1,0,3,1,4,0,2,0,2,2,0,1,1,1,1,1,1,1,7
8658,2,1,1,1,0,3,3,2,0,0,1,1,0,1,1,1,1,1,1,11
8659,3,3,0,2,0,3,1,1,0,2,2,3,1,1,0,1,1,1,1,14
8660,1,2,1,0,2,4,0,3,1,2,0,2,1,1,1,1,1,1,1,16
8661,3,3,1,0,3,1,1,3,0,2,2,2,1,1,1,1,1,1,1,35
8662,2,3,2,2,0,3,1,2,2,0,0,1,1,1,1,1,1,1,1,35
8663,4,0,0,1,2,4,2,0,1,1,3,1,1,1,1,1,1,1,1,46
8664,2,1,0,4,3,2,2,1,1,1,1,0,1,1,1,1,1,1,1,7
8665,2,1,2,1,1,4,2,1,1,1,0,3,1,1,1,1,1,1,1,13
8666,3,2,2,2,0,2,1,2,1,1,2,2,1,1,1,1,1,1,1,25
8667,4,0,1,2,2,2,4,1,2,1,0,1,1,1,1,1,1,1,1,9
8668,3,2,2,2,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,49
8669,3,2,1,4,2,2,1,0,2,1,1,1,1,1,1,1,1,1,1,59
8670,2,4,1,0,0,2,1,3,1,1,0,2,1,1,1,1,1,1,1,22
8671,1,2,2,1,1,1,1,0,0,0,1,2,1,0,0,1,1,1,1,1
8672,3,3,1,3,0,3,1,2,1,0,2,0,1,1,1,1,1,1,1,12
8673,3,1,1,2,2,1,0,2,3,0,3,2,1,1,1,1,1,1,1,30
8674,2,3,1,1,0,2,3,3,0,3,1,0,1,1,1,1,1,1,1,0
8675,2,1,2,3,2,1,3,0,3,2,1,0,0,1,1,1,1,1,1,11
8676,3,1,2,1,3,3,1,2,2,0,0,0,1,1,1,1,1,1,1,21
8677,2,2,1,2,3,3,3,2,1,2,1,0,1,1,1,1,1,1,1,15
8678,3,1,2,2,2,2,2,2,1,0,3,1,0,1,1,1,1,1,1,87
8679,2,2,2,1,1,3,2,2,0,0,1,3,1,1,1,1,1,1,1,9
8680,1,3,2,0,1,2,2,1,1,0,1,1,1,1,0,1,1,1,1,3
8681,3,2,1,0,2,4,2,0,1,0,1,3,1,1,1,1,1,1,1,55
8682,3,1,2,1,0,2,2,1,0,2,2,2,1,1,0,1,1,1,1,4
8683,3,2,2,0,2,1,1,3,1,0,2,2,0,0,1,1,1,1,1,26
8684,3,3,1,2,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2
8685,2,0,2,3,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,31
8686,3,1,2,2,0,1,2,3,3,0,2,0,1,1,1,1,1,1,1,16
8687,1,2,1,2,3,3,1,0,2,2,0,2,1,1,1,1,1,1,1,44
8688,4,1,4,2,1,4,0,0,4,1,0,1,1,1,1,1,1,1,1,8
8689,1,2,1,2,3,3,0,2,1,2,1,3,1,0,1,1,1,1,1,38
8690,4,3,1,1,0,1,1,2,2,1,3,0,1,0,1,1,1,1,1,5
8691,5,1,1,3,1,2,1,0,1,2,1,1,1,1,1,1,1,1,1,36
8692,4,2,1,1,3,2,2,2,1,1,0,1,1,1,1,1,1,1,1,17
8693,3,2,2,1,1,2,1,0,1,2,2,0,1,1,1,1,1,1,1,13
8694,3,1,2,1,1,1,2,1,0,1,0,2,1,1,0,1,1,1,1,6
8695,2,2,2,2,1,2,2,1,3,1,0,0,1,1,1,1,1,1,1,3
8696,2,3,4,2,1,2,0,1,2,2,0,1,1,1,1,1,1,1,1,42
8697,1,1,2,0,1,3,2,0,3,1,1,4,1,1,1,1,1,1,1,4
8698,2,2,1,1,1,3,3,2,2,0,0,0,1,1,1,1,1,1,1,9
8699,4,1,0,2,2,4,1,0,1,2,1,1,0,1,0,1,1,1,1,50
8700,2,2,1,3,2,2,2,1,1,1,2,2,0,1,1,1,1,1,1,29
8701,2,1,1,1,3,3,0,1,3,1,2,1,0,1,0,1,1,1,1,13
8702,2,1,0,2,0,5,2,1,1,0,1,1,1,1,1,1,1,1,1,11
8703,4,1,0,3,0,3,1,1,2,1,1,1,0,1,0,1,1,1,1,2
8704,3,2,1,0,1,1,1,2,1,3,3,3,1,1,1,1,1,1,1,2
8705,4,0,4,2,1,3,1,2,1,0,1,1,0,1,0,1,1,1,1,31
8706,3,1,2,2,2,2,0,0,1,2,1,1,1,1,0,1,1,1,1,10
8707,2,1,3,1,1,3,1,2,2,0,0,3,1,1,1,1,1,1,1,36
8708,3,1,3,1,1,2,1,3,1,2,1,3,1,1,1,1,1,1,1,48
8709,2,3,0,2,2,1,1,1,1,0,2,2,1,1,1,1,1,1,1,41
8710,2,0,1,2,3,2,4,1,1,2,1,1,1,1,1,1,1,1,1,68
8711,2,1,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,52
8712,3,2,2,1,1,1,2,1,1,3,1,1,1,1,0,1,1,1,1,21
8713,2,1,2,1,0,2,1,0,2,1,4,2,1,1,1,1,1,1,1,3
8714,3,1,3,2,1,2,1,1,4,0,2,0,1,1,1,1,1,1,1,62
8715,3,0,1,1,1,3,3,0,0,0,1,2,0,1,1,1,1,1,1,32
8716,3,2,2,0,3,5,1,3,1,1,0,0,1,1,1,1,1,1,1,7
8717,1,1,4,1,0,1,1,2,1,1,3,3,1,1,0,1,1,1,1,37
8718,1,0,3,0,2,3,2,0,1,2,3,2,1,1,0,1,1,1,1,9
8719,2,0,3,5,1,2,1,0,3,1,2,1,1,1,0,1,1,1,1,38
8720,4,1,1,2,1,4,0,3,0,1,2,2,1,1,1,1,1,1,1,2
8721,1,2,3,1,5,3,1,1,3,0,1,1,1,1,1,1,1,1,1,86
8722,3,3,2,0,1,2,1,0,1,2,2,2,1,1,1,1,1,1,1,40
8723,1,2,4,1,1,1,1,1,2,1,2,2,1,0,0,1,1,1,1,1
8724,2,1,2,2,2,2,2,2,0,2,3,3,0,0,0,1,1,1,1,0
8725,1,3,2,3,3,2,1,1,4,1,0,0,1,0,1,1,1,1,1,55
8726,2,3,2,2,1,2,1,1,2,0,1,1,1,1,1,1,1,1,1,37
8727,1,2,2,0,1,4,2,0,0,3,2,1,1,1,1,1,1,1,1,13
